Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630),3/49,2.3643812296915465e-05,0.000213779469517944,0,0,64.99239130434782,692.3255414550484,CHEK2;ATM;BRCA1
GO_Biological_Process_2023,Cellular Response To Ionizing Radiation (GO:0071479),3/52,2.8297588558777463e-05,0.0002456230686901884,0,0,61.00408163265306,638.8795178327797,RAD51;BRCA1;BRCA2
GO_Biological_Process_2023,Mitotic DNA Damage Checkpoint Signaling (GO:0044773),3/56,3.53873826960796e-05,0.0002953485401942028,0,0,56.38867924528302,577.9363263694697,CHEK2;ATM;BRCA1
GO_Biological_Process_2023,Telomere Maintenance Via Recombination (GO:0000722),2/9,4.531742813205312e-05,0.00036421784832057504,0,0,271.70068027210885,2717.500991613092,RAD51D;RAD51
GO_Biological_Process_2023,Telomere Maintenance (GO:0000723),3/68,6.340531681497786e-05,0.0004913912053160785,0,0,45.95076923076923,444.1584277898047,RAD51D;RAD51;ATM
GO_Biological_Process_2023,Protein Autoubiquitination (GO:0051865),3/71,7.214845142834683e-05,0.000539869446894871,0,0,43.91691176470588,418.82613377865886,RAD51;BRCA1;BRCA2
GO_Biological_Process_2023,Spindle Assembly (GO:0051225),3/81,0.00010689778491205056,0.0007732273108638324,0,0,38.26730769230769,349.9023881573315,STAG2;CHEK2;SMC1A
GO_Biological_Process_2023,Mitotic Recombination (GO:0006312),2/14,0.00011415310511857052,0.0007990717358299936,0,0,158.45238095238096,1438.4259580631342,RAD51D;RAD51
GO_Biological_Process_2023,Mitotic Spindle Organization (GO:0007052),3/85,0.00012337892331824336,0.0008366633237518378,0,0,36.39329268292683,327.5487419598275,STAG2;CHEK2;SMC1A
GO_Biological_Process_2023,Intrinsic Apoptotic Signaling Pathway (GO:0097193),3/105,0.0002306828467400526,0.0015169144770482,0,0,29.227941176470587,244.76842151379057,CHEK2;ATM;BRCA1
GO_Biological_Process_2023,Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971),2/21,0.0002621447565712824,0.0016731003581167,0,0,100.04010025062657,824.9920613543376,RAD51B;RAD51C
GO_Biological_Process_2023,Mitotic Sister Chromatid Segregation (GO:0000070),3/111,0.0002717346449509861,0.0016847547986961,0,0,27.59583333333333,226.580682059902,STAG2;CHEK2;SMC1A
GO_Biological_Process_2023,Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751),2/24,0.00034381145881898543,0.0020724190712144,0,0,86.38528138528139,688.9586534300897,RAD51B;RAD51C
GO_Biological_Process_2023,Mitotic G2 DNA Damage Checkpoint Signaling (GO:0007095),2/30,0.0005396091866801571,0.0031647349597187,0,0,67.85374149659864,510.5767014966948,ATM;BRCA1
GO_Biological_Process_2023,Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389),2/35,0.0007355116472040447,0.0042001586169283,0,0,57.55844155844156,415.2809430634506,RAD51B;RAD51C
GO_Biological_Process_2023,"DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)",2/36,0.0007782330418291474,0.0043301684635108,0,0,55.86274509803921,399.8925970911249,CHEK2;ATM
GO_Biological_Process_2023,Mitotic G2/M Transition Checkpoint (GO:0044818),2/46,0.0012696245803666,0.0068877133484892,0,0,43.14502164502164,287.7356174990326,ATM;BRCA1
GO_Biological_Process_2023,Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796),2/47,0.0013251264265467,0.0070134740136741,0,0,42.18412698412698,279.52246208031653,CHEK2;ATM
GO_Biological_Process_2023,Cellular Response To Alcohol (GO:0097306),2/53,0.0016821355801761,0.0086910338309099,0,0,37.21008403361345,237.6865231384464,RAD51;BRCA1
GO_Biological_Process_2023,Signal Transduction In Response To DNA Damage (GO:0042770),2/57,0.0019428161280176,0.0098044441809263,0,0,34.4969696969697,215.38585768961525,CHEK2;ATM
GO_Biological_Process_2023,Telomere Organization (GO:0032200),2/63,0.0023674565400689,0.0114164015376659,0,0,31.094457455113197,187.99519580896612,RAD51D;ATM
GO_Biological_Process_2023,Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992),2/63,0.0023674565400689,0.0114164015376659,0,0,31.094457455113197,187.99519580896612,RAD51B;RAD51C
GO_Biological_Process_2023,Cellular Component Assembly (GO:0022607),3/260,0.0031728272898223,0.0149674678672055,0,0,11.509727626459144,66.21698461014897,SYCP2;STAG3;HORMAD1
GO_Biological_Process_2023,Establishment Of Protein Localization To Telomere (GO:0070200),1/5,0.0057372891133286,0.0254079946447411,0,0,226.9659090909091,1171.3185051583378,BRCA2
GO_Biological_Process_2023,Response To DNA Damage Checkpoint Signaling (GO:0072423),1/5,0.0057372891133286,0.0254079946447411,0,0,226.9659090909091,1171.3185051583378,SMC1A
GO_Biological_Process_2023,Double-Strand Break Repair Via Synthesis-Dependent Strand Annealing (GO:0045003),1/5,0.0057372891133286,0.0254079946447411,0,0,226.9659090909091,1171.3185051583378,RAD51
GO_Biological_Process_2023,Positive Regulation Of DNA Metabolic Process (GO:0051054),2/108,0.0067878351896843,0.0281730212528146,0,0,17.853548966756513,89.13604298019607,RAD51;BRCA1
GO_Biological_Process_2023,DNA Strand Resection Involved In Replication Fork Processing (GO:0110025),1/6,0.0068809683244201,0.0281730212528146,0,0,181.5636363636364,904.0045996114618,BRCA1
GO_Biological_Process_2023,Meiotic DNA Double-Strand Break Formation (GO:0042138),1/6,0.0068809683244201,0.0281730212528146,0,0,181.5636363636364,904.0045996114618,HORMAD1
GO_Biological_Process_2023,Negative Regulation Of Meiotic Nuclear Division (GO:0045835),1/6,0.0068809683244201,0.0281730212528146,0,0,181.5636363636364,904.0045996114618,HORMAD1
GO_Biological_Process_2023,Histone H2A K63-linked Deubiquitination (GO:0070537),1/7,0.0080233898041786,0.0322421405093844,0,0,151.29545454545453,730.0602205833903,BRCA1
GO_Biological_Process_2023,Regulation Of Sister Chromatid Cohesion (GO:0007063),1/8,0.0091645547457302,0.0361583341786083,0,0,129.67532467532467,608.4900471331728,RAD21
GO_Biological_Process_2023,Protein K6-linked Ubiquitination (GO:0085020),1/9,0.0103044643785071,0.0385529098299318,0,0,113.46022727272728,519.1007405544717,BRCA1
GO_Biological_Process_2023,Homologous Recombination (GO:0035825),1/9,0.0103044643785071,0.0385529098299318,0,0,113.46022727272728,519.1007405544717,BRCA1
GO_Biological_Process_2023,Autophagy Of Peroxisome (GO:0030242),1/9,0.0103044643785071,0.0385529098299318,0,0,113.46022727272728,519.1007405544717,ATM
GO_Biological_Process_2023,Response To X-ray (GO:0010165),1/11,0.0125805227255512,0.0462707361261799,0,0,90.75909090909092,397.1259752205777,ATM
GO_Biological_Process_2023,Protein Ubiquitination (GO:0016567),3/434,0.0130185136936503,0.04651374553255,0,0,6.802552204176334,29.532483164915035,RAD51;BRCA1;BRCA2
GO_Biological_Process_2023,Cellular Response To Organic Cyclic Compound (GO:0071407),2/152,0.0130752925229748,0.04651374553255,0,0,12.588571428571427,54.59702322961106,RAD51;BRCA1
GO_Biological_Process_2023,Positive Regulation Of Histone H3-K4 Methylation (GO:0051571),1/12,0.013716673976595,0.0472463214749383,0,0,82.50413223140495,353.872030109198,BRCA1
GO_Biological_Process_2023,Mitotic DNA Integrity Checkpoint Signaling (GO:0044774),1/12,0.013716673976595,0.0472463214749383,0,0,82.50413223140495,353.872030109198,CHEK2
GO_Biological_Process_2023,Protein Autophosphorylation (GO:0046777),2/162,0.0147555359305578,0.0500304890145478,0,0,11.795833333333333,49.73284876426581,CHEK2;ATM
GO_Biological_Process_2023,Positive Regulation Of Histone Acetylation (GO:0035066),1/14,0.015985227036696,0.0502723806806238,0,0,69.8041958041958,288.7164567086745,BRCA1
GO_Biological_Process_2023,Negative Regulation Of Fatty Acid Biosynthetic Process (GO:0045717),1/14,0.015985227036696,0.0502723806806238,0,0,69.8041958041958,288.7164567086745,BRCA1
GO_Biological_Process_2023,Establishment Of Protein Localization To Chromosome (GO:0070199),1/14,0.015985227036696,0.0502723806806238,0,0,69.8041958041958,288.7164567086745,BRCA2
GO_Biological_Process_2023,Regulation Of Histone H3-K4 Methylation (GO:0051569),1/14,0.015985227036696,0.0502723806806238,0,0,69.8041958041958,288.7164567086745,BRCA1
GO_Biological_Process_2023,Mitotic intra-S DNA Damage Checkpoint Signaling (GO:0031573),1/14,0.015985227036696,0.0502723806806238,0,0,69.8041958041958,288.7164567086745,CHEK2
GO_Biological_Process_2023,Oogenesis (GO:0048477),1/15,0.0171176314186799,0.0515906391368549,0,0,64.81493506493507,263.6442288281798,HORMAD1
GO_Biological_Process_2023,"Protein Localization To Chromosome, Telomeric Region (GO:0070198)",1/15,0.0171176314186799,0.0515906391368549,0,0,64.81493506493507,263.6442288281798,BRCA2
GO_Biological_Process_2023,"Positive Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043517)",1/15,0.0171176314186799,0.0515906391368549,0,0,64.81493506493507,263.6442288281798,ATM
GO_Biological_Process_2023,Male Meiosis I (GO:0007141),1/16,0.0182487894189074,0.0542464014233275,0,0,60.49090909090909,242.18482345145705,SYCP3
GO_Biological_Process_2023,"DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest (GO:0006977)",1/17,0.0193787023349683,0.0553312948248439,0,0,56.70738636363637,223.63015065372352,CHEK2
GO_Biological_Process_2023,Cellular Response To Alkaloid (GO:0071312),1/17,0.0193787023349683,0.0553312948248439,0,0,56.70738636363637,223.63015065372352,RAD51
GO_Biological_Process_2023,Positive Regulation Of Peptidyl-Lysine Acetylation (GO:2000758),1/17,0.0193787023349683,0.0553312948248439,0,0,56.70738636363637,223.63015065372352,BRCA1
GO_Biological_Process_2023,Regulation Of Centriole Replication (GO:0046599),1/19,0.0216347980764043,0.0594272301592371,0,0,50.40151515151515,193.21180108339516,BRCA1
GO_Biological_Process_2023,Positive Regulation Of Histone Methylation (GO:0031062),1/19,0.0216347980764043,0.0594272301592371,0,0,50.40151515151515,193.21180108339516,BRCA1
GO_Biological_Process_2023,Negative Regulation Of Fatty Acid Metabolic Process (GO:0045922),1/19,0.0216347980764043,0.0594272301592371,0,0,50.40151515151515,193.21180108339516,BRCA1
GO_Biological_Process_2023,DNA Unwinding Involved In DNA Replication (GO:0006268),1/20,0.0227609834903901,0.0617391677176831,0,0,47.74641148325359,180.6107068727385,RAD51
GO_Biological_Process_2023,Negative Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000378),1/21,0.0238859289927226,0.0632103242856197,0,0,45.35681818181818,169.38348350725923,BRCA1
GO_Biological_Process_2023,Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798),1/21,0.0238859289927226,0.0632103242856197,0,0,45.35681818181818,169.38348350725923,ATM
GO_Biological_Process_2023,Regulation Of Histone Acetylation (GO:0035065),1/22,0.0250096358786987,0.0642029632922787,0,0,43.1948051948052,159.3237838191313,BRCA1
GO_Biological_Process_2023,Regulation Of Catabolic Process (GO:0009894),1/22,0.0250096358786987,0.0642029632922787,0,0,43.1948051948052,159.3237838191313,CHEK2
GO_Biological_Process_2023,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),3/557,0.0251486261743948,0.0642029632922787,0,0,5.258935018050542,19.368405290986598,CHEK2;BRCA1;BRCA2
GO_Biological_Process_2023,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042),1/23,0.0261321054395982,0.0646443068227094,0,0,41.22933884297521,150.26406190976735,BRCA1
GO_Biological_Process_2023,Positive Regulation Of Vascular Endothelial Growth Factor Production (GO:0010575),1/24,0.0272533389718204,0.0646443068227094,0,0,39.43478260869565,142.06692893534887,BRCA1
GO_Biological_Process_2023,Negative Regulation Of Lipid Biosynthetic Process (GO:0051055),1/25,0.0283733377644313,0.0646443068227094,0,0,37.78977272727273,134.6187109177605,BRCA1
GO_Biological_Process_2023,Mismatch Repair (GO:0006298),1/25,0.0283733377644313,0.0646443068227094,0,0,37.78977272727273,134.6187109177605,MLH3
GO_Biological_Process_2023,Mitotic Cell Cycle Checkpoint Signaling (GO:0007093),1/25,0.0283733377644313,0.0646443068227094,0,0,37.78977272727273,134.6187109177605,BRCA1
GO_Biological_Process_2023,Spindle Assembly Checkpoint Signaling (GO:0071173),1/26,0.0294921031126646,0.0646443068227094,0,0,36.276363636363634,127.82458269039886,ATM
GO_Biological_Process_2023,Meiosis I (GO:0007127),1/26,0.0294921031126646,0.0646443068227094,0,0,36.276363636363634,127.82458269039886,SYCP3
GO_Biological_Process_2023,Telomere Maintenance Via Telomere Lengthening (GO:0010833),1/26,0.0294921031126646,0.0646443068227094,0,0,36.276363636363634,127.82458269039886,RAD51
GO_Biological_Process_2023,Regulation Of Fatty Acid Biosynthetic Process (GO:0042304),1/26,0.0294921031126646,0.0646443068227094,0,0,36.276363636363634,127.82458269039886,BRCA1
GO_Biological_Process_2023,Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571),1/26,0.0294921031126646,0.0646443068227094,0,0,36.276363636363634,127.82458269039886,CHEK2
GO_Biological_Process_2023,Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094),1/26,0.0294921031126646,0.0646443068227094,0,0,36.276363636363634,127.82458269039886,ATM
GO_Biological_Process_2023,Mitotic Spindle Checkpoint Signaling (GO:0071174),1/26,0.0294921031126646,0.0646443068227094,0,0,36.276363636363634,127.82458269039886,ATM
GO_Biological_Process_2023,Regulation Of Vascular Endothelial Growth Factor Production (GO:0010574),1/26,0.0294921031126646,0.0646443068227094,0,0,36.276363636363634,127.82458269039886,BRCA1
GO_Biological_Process_2023,Nucleic Acid Phosphodiester Bond Hydrolysis (GO:0090305),1/26,0.0294921031126646,0.0646443068227094,0,0,36.276363636363634,127.82458269039886,HORMAD1
GO_Biological_Process_2023,Regulation Of Chromosome Segregation (GO:0051983),1/28,0.0317259386336052,0.0668400843057508,0,0,33.58585858585859,115.89205816705557,HORMAD1
GO_Biological_Process_2023,Negative Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045841),1/28,0.0317259386336052,0.0668400843057508,0,0,33.58585858585859,115.89205816705557,ATM
GO_Biological_Process_2023,"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)",1/28,0.0317259386336052,0.0668400843057508,0,0,33.58585858585859,115.89205816705557,ATM
GO_Biological_Process_2023,Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972),1/28,0.0317259386336052,0.0668400843057508,0,0,33.58585858585859,115.89205816705557,BRCA1
GO_Biological_Process_2023,Protein Localization To Chromatin (GO:0071168),1/31,0.0350674733320936,0.0717890727647577,0,0,30.222727272727276,101.2606814695486,RAD21
GO_Biological_Process_2023,Negative Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033144),1/31,0.0350674733320936,0.0717890727647577,0,0,30.222727272727276,101.2606814695486,BRCA1
GO_Biological_Process_2023,Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041),1/31,0.0350674733320936,0.0717890727647577,0,0,30.222727272727276,101.2606814695486,BRCA1
GO_Biological_Process_2023,Female Gamete Generation (GO:0007292),1/32,0.0361788650960567,0.0718306976471097,0,0,29.24633431085044,97.07677745812856,HORMAD1
GO_Biological_Process_2023,Positive Regulation Of Telomere Maintenance Via Telomerase (GO:0032212),1/32,0.0361788650960567,0.0718306976471097,0,0,29.24633431085044,97.07677745812856,ATM
GO_Biological_Process_2023,Protein K63-linked Deubiquitination (GO:0070536),1/33,0.0372890324289426,0.0718306976471097,0,0,28.33096590909091,93.1821343249523,BRCA1
GO_Biological_Process_2023,Positive Regulation Of Chromosome Organization (GO:2001252),1/33,0.0372890324289426,0.0718306976471097,0,0,28.33096590909091,93.1821343249523,RAD21
GO_Biological_Process_2023,Regulation Of Gene Expression (GO:0010468),4/1127,0.0377011661238818,0.0718306976471097,0,0,3.534517504803862,11.58637548529706,CHEK2;ATM;BRCA1;BRCA2
GO_Biological_Process_2023,DNA Damage Checkpoint Signaling (GO:0000077),1/34,0.0383979766224181,0.0718306976471097,0,0,27.47107438016529,89.54884880069255,CHEK2
GO_Biological_Process_2023,Regulation Of DNA Biosynthetic Process (GO:2000278),1/34,0.0383979766224181,0.0718306976471097,0,0,27.47107438016529,89.54884880069255,ATM
GO_Biological_Process_2023,Histone Deubiquitination (GO:0016578),1/34,0.0383979766224181,0.0718306976471097,0,0,27.47107438016529,89.54884880069255,BRCA1
GO_Biological_Process_2023,Response To Estrogen (GO:0043627),1/34,0.0383979766224181,0.0718306976471097,0,0,27.47107438016529,89.54884880069255,BRCA1
GO_Biological_Process_2023,Sister Chromatid Segregation (GO:0000819),1/34,0.0383979766224181,0.0718306976471097,0,0,27.47107438016529,89.54884880069255,SMC1A
GO_Biological_Process_2023,Positive Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904358),1/35,0.0395056989616672,0.0732712536297589,0,0,26.66176470588235,86.15243597600474,ATM
GO_Biological_Process_2023,Interstrand Cross-Link Repair (GO:0036297),1/36,0.0406122007207395,0.0746851487830549,0,0,25.898701298701297,82.97132611919092,RAD51
GO_Biological_Process_2023,G2/M Transition Of Mitotic Cell Cycle (GO:0000086),1/38,0.0428215476525957,0.0780863516017922,0,0,24.496314496314497,77.18087743724719,CHEK2
GO_Biological_Process_2023,Negative Regulation Of Lymphocyte Proliferation (GO:0050672),1/39,0.043924395374042,0.0788144781405391,0,0,23.85047846889952,74.53955237955424,ATM
GO_Biological_Process_2023,Cell Cycle G2/M Phase Transition (GO:0044839),1/40,0.0450260276423818,0.0788144781405391,0,0,23.23776223776224,72.04902026138872,CHEK2
GO_Biological_Process_2023,Protein Localization To Chromosome (GO:0034502),1/40,0.0450260276423818,0.0788144781405391,0,0,23.23776223776224,72.04902026138872,RAD21
GO_Biological_Process_2023,Regulation Of Intracellular Signal Transduction (GO:1902531),2/297,0.0453000591617324,0.0788144781405391,0,0,6.354156577885392,19.662600381866767,CHEK2;ATM
GO_Biological_Process_2023,Regulation Of Cell Cycle (GO:0051726),2/298,0.0455747204795115,0.0788144781405391,0,0,6.332368082368083,19.5568988305819,ATM;BRCA1
GO_Biological_Process_2023,DNA Duplex Unwinding (GO:0032508),1/41,0.0461264457320206,0.0788144781405391,0,0,22.65568181818182,69.6972334432732,RAD51
GO_Biological_Process_2023,Cellular Response To Retinoic Acid (GO:0071300),1/41,0.0461264457320206,0.0788144781405391,0,0,22.65568181818182,69.6972334432732,ATM
GO_Biological_Process_2023,Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303),1/41,0.0461264457320206,0.0788144781405391,0,0,22.65568181818182,69.6972334432732,ATM
GO_Biological_Process_2023,DNA Integrity Checkpoint Signaling (GO:0031570),1/42,0.047225650914242,0.0800622363155509,0,0,22.1019955654102,67.473371719961,CHEK2
GO_Biological_Process_2023,DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005),1/43,0.0483236444741315,0.0812886112471825,0,0,21.57467532467533,65.36769140672365,RAD51
GO_Biological_Process_2023,Regulation Of B Cell Proliferation (GO:0030888),1/44,0.04942042767551,0.0818643725617228,0,0,21.071881606765327,63.37139604360823,ATM
GO_Biological_Process_2023,Regulation Of DNA Recombination (GO:0000018),1/44,0.04942042767551,0.0818643725617228,0,0,21.071881606765327,63.37139604360823,RAD51
GO_Biological_Process_2023,Regulation Of Telomerase Activity (GO:0051972),1/45,0.0505160017943273,0.0824208450328499,0,0,20.59194214876033,61.47652515510766,ATM
GO_Biological_Process_2023,Mitotic Nuclear Division (GO:0140014),1/45,0.0505160017943273,0.0824208450328499,0,0,20.59194214876033,61.47652515510766,SMC1A
GO_Biological_Process_2023,Positive Regulation Of DNA-templated Transcription (GO:0045893),4/1243,0.0510812569889486,0.0827211400492675,0,0,3.183891933222888,9.46996961829389,CHEK2;ATM;BRCA1;BRCA2
GO_Biological_Process_2023,Negative Regulation Of Cellular Metabolic Process (GO:0031324),1/46,0.0516103681028748,0.0829588879875839,0,0,20.133333333333333,59.67585824831113,BRCA1
GO_Biological_Process_2023,Regulation Of TORC1 Signaling (GO:1903432),1/50,0.0559757805878795,0.0893142969674254,0,0,18.4860853432282,53.29235549319145,ATM
GO_Biological_Process_2023,Regulation Of Telomere Maintenance Via Telomerase (GO:0032210),1/51,0.0570641268554459,0.0903862447272391,0,0,18.115454545454547,51.87504627983149,ATM
GO_Biological_Process_2023,Positive Regulation Of Telomere Maintenance (GO:0032206),1/52,0.0581512729120791,0.0914407697240665,0,0,17.759358288770052,50.52017989878981,ATM
GO_Biological_Process_2023,Spermatid Development (GO:0007286),1/53,0.0592372200228126,0.0924782499636715,0,0,17.416958041958043,49.22389770074136,SYCP3
GO_Biological_Process_2023,Negative Regulation Of TOR Signaling (GO:0032007),1/54,0.0603219694450494,0.0934990526398266,0,0,17.087478559176674,47.98264634686218,ATM
GO_Biological_Process_2023,Nucleotide-Excision Repair (GO:0006289),1/56,0.0624878802572221,0.0954920423649098,0,0,16.464462809917354,45.65237693498055,BRCA2
GO_Biological_Process_2023,Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377),1/56,0.0624878802572221,0.0954920423649098,0,0,16.464462809917354,45.65237693498055,BRCA1
GO_Biological_Process_2023,Selective Autophagy (GO:0061912),1/58,0.0646490154275843,0.0976913121782243,0,0,15.885167464114833,43.50601712183945,ATM
GO_Biological_Process_2023,Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),2/364,0.0650195477342399,0.0976913121782243,0,0,5.160484083136017,14.103950402612664,ATM;BRCA1
GO_Biological_Process_2023,protein-DNA Complex Assembly (GO:0065004),1/59,0.0657277952904182,0.0976913121782243,0,0,15.61050156739812,42.4954284324617,RAD51
GO_Biological_Process_2023,Chordate Embryonic Development (GO:0043009),1/59,0.0657277952904182,0.0976913121782243,0,0,15.61050156739812,42.4954284324617,BRCA1
GO_Biological_Process_2023,Response To Retinoic Acid (GO:0032526),1/60,0.0668053849974009,0.0986174730914013,0,0,15.345146379044683,41.52353011470704,ATM
GO_Biological_Process_2023,Regulation Of Cellular Catabolic Process (GO:0031329),1/63,0.0700310257894274,0.1026806256507146,0,0,14.600439882697946,38.819896447204,ATM
GO_Biological_Process_2023,Positive Regulation Of DNA Biosynthetic Process (GO:2000573),1/65,0.0721755251798537,0.1051146910337467,0,0,14.142755681818182,37.17641521130676,ATM
GO_Biological_Process_2023,Response To Reactive Oxygen Species (GO:0000302),1/66,0.0732460002885256,0.105962547084067,0,0,13.924475524475524,36.39762709015897,ATM
GO_Biological_Process_2023,DNA-templated DNA Replication (GO:0006261),1/69,0.0764503421503532,0.1098657234875937,0,0,13.308155080213904,34.216782125997526,RAD51
