analysis_id,stage,cohort,population,N,endpoint,predictor,analysis_type,beta,effect_measure,effect,ci_low,ci_high,ci_type,p,robust_p,adjusted_p,fdr,r_squared,spearman_rho,events,status,interpretation,primary_secondary,supports_main_claim,limitation,source_output,source_row,robust_ci_low,robust_ci_high,robust_adjusted_p,omitted_gene,AUC,seed,iterations,percentile,tested_dependencies
E0011,2,TCGA,clinically defined TNBC,0,HRD_total,candidate_mean_z,Adjust BRCA1/2,,OLS beta per signature unit,,,,conventional 95% CI,,,,,,,,unavailable,Not estimable: fewer than 10 complete patients,sensitivity,UNAVAILABLE,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,2,,,,,,,,,
E0012,2,TCGA,clinically defined TNBC,102,HRD_total,candidate_mean_z,Adjust FGA,11.69648746738591,OLS beta per signature unit,11.69648746738591,4.087661592144315,19.305313342627507,conventional 95% CI,0.0029346916992996,0.010164459460367,,,0.2506320562936778,0.3552019978832241,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,3,2.839865503660977,20.553109431110844,,,,,,,
E0013,2,TCGA,clinically defined TNBC,80,HRD_total,candidate_mean_z,Adjust PAM50,11.385254745971636,OLS beta per signature unit,11.385254745971636,2.652616134144891,20.11789335779838,conventional 95% CI,0.0113149671935348,0.0248393826904208,,,0.2777077997055353,0.357079655373514,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,4,1.4812635588769627,21.28924593306631,,,,,,,
E0014,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_median_z,Prespecified alternative predictor,14.928337191406008,OLS beta per signature unit,14.928337191406008,7.319630792751976,22.53704359006004,conventional 95% CI,0.0001784233565073,0.0006175453068656,,,0.1304228084325068,0.3655071711261031,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,5,6.550413385451316,23.306260997360702,,,,,,,
E0015,2,TCGA,clinically defined TNBC,103,HRD_total,HORMAD1_z,Prespecified alternative predictor,7.119835749865414,OLS beta per signature unit,7.119835749865414,2.995679475319462,11.243992024411366,conventional 95% CI,0.0008909124507058,0.0007458047204416,,,0.1040404696689102,0.2915853099781313,,estimated,Association detected; scope limited to this model.,sensitivity,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,6,3.059336712134841,11.180334787595989,,,,,,,
E0016,2,TCGA,clinically defined TNBC,103,HRD_total,STAG3_z,Prespecified alternative predictor,2.534584373637358,OLS beta per signature unit,2.534584373637358,-1.655558048064064,6.72472679533878,conventional 95% CI,0.2329684685361925,0.2839277893550579,,,0.0140557008197733,0.145367063276069,,estimated,No statistical support at the recorded threshold; not proof of no effect.,sensitivity,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,7,-2.1327251238571714,7.201893871131888,,,,,,,
E0017,2,TCGA,clinically defined TNBC,103,HRD_total,REC8_z,Prespecified alternative predictor,3.0173025285667183,OLS beta per signature unit,3.0173025285667183,-1.5201986887545331,7.55480374588797,conventional 95% CI,0.1901112661620946,0.2363875928869288,,,0.0169367414183426,0.1542657423309069,,estimated,No statistical support at the recorded threshold; not proof of no effect.,sensitivity,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,8,-2.007699595045594,8.04230465217903,,,,,,,
E0018,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on HORMAD1,12.497899836214682,OLS beta per signature unit,12.497899836214682,4.137127441465962,20.8586722309634,conventional 95% CI,0.0037769061238257,0.0064944834997552,,,0.1764724373544858,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,9,3.5788533667565368,21.416946305672827,,,,,,,
E0019,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on HORMAD2,16.95252323067819,OLS beta per signature unit,16.95252323067819,8.724579142361042,25.180467318995333,conventional 95% CI,8.81239825565221e-05,0.0001539935619405,,,0.1481737600585361,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,10,8.404435167293164,25.50061129406321,,,,,,,
E0020,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on STAG3,20.9540470231836,OLS beta per signature unit,20.9540470231836,11.242030901750216,30.666063144616977,conventional 95% CI,4.282792032946663e-05,2.8591446344336845e-05,,,0.1667322927057296,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,11,11.476071247537776,30.432022798829426,,,,,,,
E0021,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on REC8,16.003530022430372,OLS beta per signature unit,16.003530022430372,7.782048421436533,24.22501162342421,conventional 95% CI,0.0001997857048172,0.0007264255326708,,,0.1445247132488926,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,12,6.899047340174507,25.10801270468624,,,,,,,
E0022,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on SMC1B,14.583441866673011,OLS beta per signature unit,14.583441866673011,5.088020405928818,24.078863327417203,conventional 95% CI,0.0029557843054047,0.007674790000753,,,0.1467323225570118,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,13,3.950686067412129,25.21619766593389,,,,,,,
E0023,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on SYCP2,21.28722853298482,OLS beta per signature unit,21.28722853298482,10.304560148899196,32.26989691707044,conventional 95% CI,0.0002118206467933,6.318709235759095e-05,,,0.1594286044649946,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,14,11.176938690480082,31.39751837548956,,,,,,,
E0024,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on SYCP3,15.167555780611396,OLS beta per signature unit,15.167555780611396,6.282244192280684,24.05286736894211,conventional 95% CI,0.0010124225916883,0.0023996862600173,,,0.1457360549274456,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,15,5.5074877786933545,24.82762378252944,,,,,,,
E0025,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on MSH4,14.275241820541885,OLS beta per signature unit,14.275241820541885,5.594132530153784,22.95635111092998,conventional 95% CI,0.0015116513939531,0.0041987943287198,,,0.1507114588598069,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,16,4.609361593662287,23.94112204742148,,,,,,,
E0026,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Exploratory candidate conditional on MSH5,17.97244645903332,OLS beta per signature unit,17.97244645903332,7.121470619748337,28.823422298318302,conventional 95% CI,0.0014019348789898,0.0090006779503867,,,0.1467620463817031,0.3538653107356274,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,17,4.588069546370294,31.35682337169635,,,,,,,
E0027,2,TCGA,clinically defined TNBC,68,HRD_total,candidate_mean_z,PAM50 basal within clinical TNBC,11.217829822026117,OLS beta per signature unit,11.217829822026117,1.6224253984493764,20.813234245602857,conventional 95% CI,0.0226415970975124,0.0414499964594581,,,0.0762546141364202,0.2473695594900138,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,18,0.4479433036140072,21.987716340438222,,,,,,,
E0028,2,TCGA,clinically defined TNBC,0,HRD_total,candidate_mean_z,Exclude BRCA1/2 altered (requires known negatives),,OLS beta per signature unit,,,,conventional 95% CI,,,,,,,,unavailable,Not estimable: fewer than 10 complete patients,sensitivity,UNAVAILABLE,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,19,,,,,,,,,
E0029,2,TCGA,clinically defined TNBC,97,HRD_total,candidate_mean_z,Exclude Cook's distance >4/N,20.484449222242414,OLS beta per signature unit,20.484449222242414,12.914903295616927,28.05399514886791,conventional 95% CI,5.517256676074266e-07,2.213681126983357e-07,,,0.2330228849957637,0.4488584126809813,,estimated,Association detected; scope limited to this model.,sensitivity,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/sensitivity_analysis.csv,20,13.203309938846264,27.76558850563857,,,,,,,
E0030,2,TCGA,clinically defined TNBC,103,HRD_total,HORMAD1_expr_z,Exploratory single candidate,7.119835749863233,OLS beta per signature unit,7.119835749863233,2.995679475317356,11.24399202440911,conventional 95% CI,0.0008909124507087,0.0007458047204445,,0.0080182120563791,0.1040404696688561,0.2915853099781313,,estimated,Association detected; scope limited to this model.,secondary/exploratory,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/single_gene_results.csv,0,3.059336712132548,11.180334787593916,,,,,,,
E0031,2,TCGA,clinically defined TNBC,103,HRD_total,HORMAD2_expr_z,Exploratory single candidate,1.6242609360338516,OLS beta per signature unit,1.6242609360338516,-2.558851133642418,5.807373005710121,conventional 95% CI,0.442941814097597,0.737702980302922,,0.442941814097597,0.0058400030107725,0.1037767277503353,,estimated,No statistical support at the recorded threshold; not proof of no effect.,secondary/exploratory,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/single_gene_results.csv,1,-7.970443804549602,11.218965676617303,,,,,,,
E0032,2,TCGA,clinically defined TNBC,103,HRD_total,STAG3_expr_z,Exploratory single candidate,2.534584373639293,OLS beta per signature unit,2.534584373639293,-1.6555580480621708,6.724726795340757,conventional 95% CI,0.2329684685358428,0.2839277893546414,,0.2620895271028232,0.0140557008197944,0.145367063276069,,estimated,No statistical support at the recorded threshold; not proof of no effect.,secondary/exploratory,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/single_gene_results.csv,2,-2.132725123854739,7.201893871133326,,,,,,,
E0033,2,TCGA,clinically defined TNBC,103,HRD_total,REC8_expr_z,Exploratory single candidate,3.0173025285649144,OLS beta per signature unit,3.0173025285649144,-1.520198688756512,7.554803745886341,conventional 95% CI,0.1901112661623739,0.2363875928868748,,0.2444287707801951,0.0169367414183214,0.1542657423309069,,estimated,No statistical support at the recorded threshold; not proof of no effect.,secondary/exploratory,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/single_gene_results.csv,3,-2.0076995950438112,8.042304652173641,,,,,,,
E0034,2,TCGA,clinically defined TNBC,103,HRD_total,SMC1B_expr_z,Exploratory single candidate,5.803899113281866,OLS beta per signature unit,5.803899113281866,1.546149757628723,10.061648468935008,conventional 95% CI,0.0080383029681695,0.021006616091932,,0.0361723633567631,0.067509969341543,0.2693608177852402,,estimated,Association detected; scope limited to this model.,secondary/exploratory,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/single_gene_results.csv,4,0.8932082352998094,10.714589991263924,,,,,,,
E0035,2,TCGA,clinically defined TNBC,103,HRD_total,SYCP2_expr_z,Exploratory single candidate,4.0855572969657645,OLS beta per signature unit,4.0855572969657645,-0.1408552693713396,8.311969863302869,conventional 95% CI,0.0579844088206249,0.082430634835248,,0.0869766132309374,0.0351295063138945,0.1868502881045482,,estimated,No statistical support at the recorded threshold; not proof of no effect.,secondary/exploratory,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/single_gene_results.csv,5,-0.5346010631653053,8.705715657096835,,,,,,,
E0036,2,TCGA,clinically defined TNBC,103,HRD_total,SYCP3_expr_z,Exploratory single candidate,4.753326450483142,OLS beta per signature unit,4.753326450483142,0.5635399784380901,8.943112922528194,conventional 95% CI,0.0265819642790948,0.0331602183338878,,0.0478475357023706,0.0477534862323251,0.2810483121789894,,estimated,Association detected; scope limited to this model.,secondary/exploratory,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/single_gene_results.csv,6,0.3873491368775354,9.119303764088748,,,,,,,
E0037,2,TCGA,clinically defined TNBC,103,HRD_total,MSH4_expr_z,Exploratory single candidate,5.473456553344552,OLS beta per signature unit,5.473456553344552,1.2090829833563372,9.737830123332769,conventional 95% CI,0.0124011419857447,0.001352157323963,,0.0372034259572343,0.0603168289420245,0.1273074387933649,,estimated,Association detected; scope limited to this model.,secondary/exploratory,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/single_gene_results.csv,7,2.179589500318854,8.767323606370251,,,,,,,
E0038,2,TCGA,clinically defined TNBC,103,HRD_total,MSH5_expr_z,Exploratory single candidate,5.145265743065035,OLS beta per signature unit,5.145265743065035,0.9203158621685334,9.370215623961537,conventional 95% CI,0.0174950397404512,0.0192434379905308,,0.0393638394160153,0.0546284898946509,0.260929044730193,,estimated,Association detected; scope limited to this model.,secondary/exploratory,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/single_gene_results.csv,8,0.8547096553781728,9.435821830751896,,,,,,,
E0039,2,TCGA,clinically defined TNBC,103,HRD_LOH,candidate_mean_z,Secondary outcome,3.875274607359197,OLS beta per signature unit,3.875274607359197,1.4068927292466316,6.343656485471762,conventional 95% CI,0.0023989301514027,0.0035673494491575,,0.0047978603028054,0.08761944082418,0.3080541737711004,,estimated,Association detected; scope limited to this model.,secondary/exploratory,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/secondary_outcomes.csv,0,1.2990854699617502,6.4514637447566425,,,,,,,
E0040,2,TCGA,clinically defined TNBC,103,LST,candidate_mean_z,Secondary outcome,6.107254443115797,OLS beta per signature unit,6.107254443115797,2.6848080545210853,9.529700831710509,conventional 95% CI,0.0006068988849504,0.0016603204237331,,0.0024275955398019,0.1103748125044572,0.2877060517447282,,estimated,Association detected; scope limited to this model.,secondary/exploratory,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/secondary_outcomes.csv,1,2.358772954537469,9.855735931694124,,,,,,,
E0041,2,TCGA,clinically defined TNBC,103,TAI,candidate_mean_z,Secondary outcome,6.020305380497664,OLS beta per signature unit,6.020305380497664,3.360551109489293,8.680059651506035,conventional 95% CI,1.8941506965856187e-05,7.19848310069988e-05,,0.0001515320557268,0.1664008255592577,0.3748944189824,,estimated,Association detected; scope limited to this model.,secondary/exploratory,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/secondary_outcomes.csv,2,3.1359703881162613,8.904640372879067,,,,,,,
E0042,2,TCGA,clinically defined TNBC,102,aneuploidy,candidate_mean_z,Secondary outcome,-2.1827728264434154,OLS beta per signature unit,-2.1827728264434154,-4.656437930543092,0.290892277656261,conventional 95% CI,0.083070374132419,0.0844212425462131,,0.1107604988432253,0.0297368974199953,-0.1905607605692013,,estimated,No statistical support at the recorded threshold; not proof of no effect.,secondary/exploratory,NO_SUPPORT_AT_THRESHOLD,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/secondary_outcomes.csv,3,-4.667428425225798,0.301882772338967,,,,,,,
E0043,2,TCGA,clinically defined TNBC,108,FGA,candidate_mean_z,Secondary outcome,0.1446109088318806,OLS beta per signature unit,0.1446109088318806,0.0580378318037374,0.2311839858600237,conventional 95% CI,0.0012685853349993,0.0016169422845097,,0.0033828942266649,0.0937649247871637,0.3056293882839368,,estimated,Association detected; scope limited to this model.,secondary/exploratory,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/secondary_outcomes.csv,4,0.0560160297664992,0.2332057878972619,,,,,,,
E0044,2,TCGA,clinically defined TNBC,102,LOH_fraction,candidate_mean_z,Secondary outcome,0.0763069126605255,OLS beta per signature unit,0.0763069126605255,0.0135756907086233,0.1390381346124277,conventional 95% CI,0.0176280631654778,0.0192384494317635,,0.0282049010647645,0.0550359447460629,0.2369508795539748,,estimated,Association detected; scope limited to this model.,secondary/exploratory,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/secondary_outcomes.csv,5,0.0126811251044531,0.1399327002165979,,,,,,,
E0045,2,TCGA,clinically defined TNBC,100,ploidy,candidate_mean_z,Secondary outcome,-0.0526175171837651,OLS beta per signature unit,-0.0526175171837651,-0.3716010186066867,0.2663659842391565,conventional 95% CI,0.7441049500956578,0.7191730780162863,,0.7441049500956578,0.0010922235625294,-0.0439383711083047,,estimated,No statistical support at the recorded threshold; not proof of no effect.,secondary/exploratory,NO_SUPPORT_AT_THRESHOLD,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/secondary_outcomes.csv,6,-0.3421825934413039,0.2369475590737736,,,,,,,
E0046,2,TCGA,clinically defined TNBC,100,WGD,candidate_mean_z,Secondary outcome,-0.1480756533696421,odds ratio per predictor SD,0.8623658715900867,0.5763782354813228,1.2902549935153274,conventional 95% CI,0.4713358781773118,,,0.538669575059785,0.0038959135653303,,,estimated,No statistical support at the recorded threshold; not proof of no effect.,secondary/exploratory,NO_SUPPORT_AT_THRESHOLD,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/secondary_outcomes.csv,7,,,,,,,,,
E0047,2,TCGA,clinically defined TNBC,103,HRD_total,BRCA1_expr_z,Canonical single gene,-3.739820671101784,OLS beta per signature unit,-3.739820671101784,-8.146885231384674,0.6672438891811052,conventional 95% CI,0.0953886623939337,0.1186856196503911,,0.1240052611121139,0.0272916358748562,-0.1738867803456484,,estimated,No statistical support at the recorded threshold; not proof of no effect.,secondary/exploratory,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/canonical_comparison.csv,0,-8.454077756628193,0.9744364144246238,,,,,,,
E0048,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Candidate beyond canonical BRCA1,17.94943311840009,OLS beta per signature unit,17.94943311840009,10.356223407469692,25.54264282933049,conventional 95% CI,8.673365542473223e-06,8.611864135403273e-06,,0.0001127537520521,0.2026645853248785,0.3538653107356274,,estimated,Association detected; scope limited to this model.,secondary/exploratory,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/canonical_comparison.csv,1,10.359100005554318,25.539766231245864,,,,,,,
E0049,2,TCGA,clinically defined TNBC,103,HRD_total,BRCA2_expr_z,Canonical single gene,6.268921789325415,OLS beta per signature unit,6.268921789325415,1.8684286574591955,10.669414921191636,conventional 95% CI,0.0056816280106056,0.0077343693902611,,0.024620388045958,0.0732784787435585,0.2433239420321957,,estimated,Association detected; scope limited to this model.,secondary/exploratory,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/canonical_comparison.csv,2,1.693262261128261,10.844581317522568,,,,,,,
E0050,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Candidate beyond canonical BRCA2,13.62028423414812,OLS beta per signature unit,13.62028423414812,5.226487098530965,22.01408136976527,conventional 95% CI,0.001733223337602,0.0027067698978129,,0.0021250926114141,0.16030431253914,0.3538653107356274,,estimated,Association detected; scope limited to this model.,secondary/exploratory,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/canonical_comparison.csv,3,4.83516613102325,22.40540233727299,,,,,,,
E0051,2,TCGA,clinically defined TNBC,103,HRD_total,PALB2_expr_z,Canonical single gene,4.989679910020041,OLS beta per signature unit,4.989679910020041,0.4818369718358202,9.497522848204262,conventional 95% CI,0.0303971120542828,0.0382394040023455,,0.0658604094509461,0.0455616946820236,0.1500361232739777,,estimated,No statistical support at the recorded threshold; not proof of no effect.,secondary/exploratory,CONTEXT_ONLY,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/canonical_comparison.csv,4,0.2757800020369414,9.703579818003142,,,,,,,
E0052,2,TCGA,clinically defined TNBC,103,HRD_total,candidate_mean_z,Candidate beyond canonical PALB2,15.059959838812846,OLS beta per signature unit,15.059959838812846,6.366226020747455,23.75369365687824,conventional 95% CI,0.0008589687880649,0.0015409921707771,,0.0013958242806054,0.1463864374360479,0.3538653107356274,,estimated,Association detected; scope limited to this model.,secondary/exploratory,EXPLORATORY_SUPPORT,Observational; endpoint-specific complete cases; no causal or clinical utility inference.,outputs/v2/stage2/canonical_comparison.csv,5,5.884660463841236,24.235259213784456,,,,,,,
